"V1" "V1" "V1" "V1" "V1"
"2041" "GEMIN7" NA "NMD3" NA NA
"2042" "WTIP" NA "PTK2" NA NA
"2043" "ADAMTS10" NA "NPR1" NA NA
"2044" "RNPEPL1" NA "ANTXR1" NA NA
"2045" "ERVK3-1" NA "CKAP2L" NA NA
"2046" "PSMB6" NA "APLF" NA NA
"2047" "CTU1" NA "CHRNA5" NA NA
"2048" "RCN3" NA "STRA13" NA NA
"2049" "MMEL1" NA "CNBP" NA NA
"2050" "SH3BGRL3" NA "DCXR" NA NA
"2051" "RPL11" NA "ZNF32" NA NA
"2052" "C1orf216" NA "RAC3" NA NA
"2053" "KIAA0319L" NA "TAPT1" NA NA
"2054" "EVA1B" NA "HNRNPF" NA NA
"2055" "PLK4" NA "BTD" NA NA
"2056" "SYTL1" NA "AVEN" NA NA
"2057" "BCL10" NA "P2RY1" NA NA
"2058" "CYR61" NA "TPST1" NA NA
"2059" "PIGK" NA "TMEM42" NA NA
"2060" "KIF2C" NA "PUSL1" NA NA
"2061" "MOB3C" NA "RNF150" NA NA
"2062" "MTF2" NA "USP38" NA NA
"2063" "ZNF697" NA "ADPRM" NA NA
"2064" "CTTNBP2NL" NA "PWWP2A" NA NA
"2065" "CELSR2" NA "PDCD6IP" NA NA
"2066" "UCK2" NA "ZNF212" NA NA
"2067" "TMCO1" NA "C14orf142" NA NA
"2068" "POU2F1" NA "GABARAP" NA NA
"2069" "MGST3" NA "NFRKB" NA NA
"2070" "UFC1" NA "SEMA3E" NA NA
"2071" "NUF2" NA "HARS" NA NA
"2072" "PFDN2" NA "ELOVL6" NA NA
"2073" "USP21" NA "SERPINB9" NA NA
"2074" "PRCC" NA "COMMD5" NA NA
"2075" "RRNAD1" NA "ARMC10" NA NA
"2076" "ISG20L2" NA "ACYP2" NA NA
"2077" "ABL2" NA "MURC" NA NA
"2078" "XPR1" NA "CHCHD7" NA NA
"2079" "TOR1AIP1" NA "USP32" NA NA
"2080" "PRUNE" NA "PPM1D" NA NA
"2081" "TUFT1" NA "KBTBD2" NA NA
"2082" "ZNF687" NA "RPS9" NA NA
"2083" "SETDB1" NA "NDUFA3" NA NA
"2084" "ADAMTSL4" NA "ZNF415" NA NA
"2085" "CTSK" NA "TSNARE1" NA NA
"2086" "CERS2" NA "CCBL1" NA NA
"2087" "SEMA6C" NA "ATP6V0E2" NA NA
"2088" "MRPL9" NA "JAGN1" NA NA
"2089" "ARNT" NA "C1GALT1C1" NA NA
"2090" "POGZ" NA "RBKS" NA NA
"2091" "DTL" NA "TMEM126A" NA NA
"2092" "INTS7" NA "NETO2" NA NA
"2093" "TAF1A" NA "CDC42BPG" NA NA
"2094" "ATP8B2" NA "SCAND1" NA NA
"2095" "JTB" NA "ZDHHC16" NA NA
"2096" "SNAPIN" NA "ZNF581" NA NA
"2097" "UBAP2L" NA "ZNF524" NA NA
"2098" "HAX1" NA "ASXL1" NA NA
"2099" "EFNA3" NA "ZNF318" NA NA
"2100" "GATAD2B" NA "RSL1D1" NA NA
"2101" "RIT1" NA "PPID" NA NA
"2102" "HCN3" NA "TBCA" NA NA
"2103" "ACTA1" NA "PIK3CD" NA NA
"2104" "" NA "ZIK1" NA NA
"2105" "CEP170" NA "TCEA2" NA NA
"2106" "SNAP47" NA "HDAC3" NA NA
"2107" "NVL" NA "GPHN" NA NA
"2108" "FBXO28" NA "SPATA5L1" NA NA
"2109" "ARF1" NA "KNDC1" NA NA
"2110" "CNIH4" NA "METTL18" NA NA
"2111" "ITPKB" NA "RPS21" NA NA
"2112" "CDC42BPA" NA "PTEN" NA NA
"2113" "C1orf35" NA "RPS7" NA NA
"2114" "MBOAT2" NA "RNASEH1" NA NA
"2115" "PSEN2" NA "RAB33B" NA NA
"2116" "PLEKHA6" NA "THOP1" NA NA
"2117" "EML4" NA "NME6" NA NA
"2118" "CHAC2" NA "CYCS" NA NA
"2119" "VPS54" NA "SLFN12" NA NA
"2120" "ASXL2" NA "TEFM" NA NA
"2121" "MRPS5" NA "HINFP" NA NA
"2122" "TPRKB" NA "BPGM" NA NA
"2123" "EXOC6B" NA "GNB2" NA NA
"2124" "TEX261" NA "FAM195A" NA NA
"2125" "DUSP11" NA "FGGY" NA NA
"2126" "NPHP1" NA "TCEAL1" NA NA
"2127" "LIPT1" NA "RAB40A" NA NA
"2128" "SPOPL" NA "MRPL52" NA NA
"2129" "POLR2D" NA "TMEM134" NA NA
"2130" "AMMECR1L" NA "ZFAND4" NA NA
"2131" "PKP4" NA "LRRC20" NA NA
"2132" "SCRN3" NA "SP3" NA NA
"2133" "KIAA1715" NA "EGFL7" NA NA
"2134" "FAM171B" NA "LCLAT1" NA NA
"2135" "NBEAL1" NA "GXYLT2" NA NA
"2136" "KANSL1L" NA "DCAKD" NA NA
"2137" "ACKR3" NA "TADA2B" NA NA
"2138" "TAMM41" NA "EVC2" NA NA
"2139" "VGLL4" NA "FAM222B" NA NA
"2140" "RAB5A" NA "HPSE" NA NA
"2141" "CTDSP1" NA "COQ2" NA NA
"2142" "GMPPA" NA "TRMT112" NA NA
"2143" "EAF1" NA "NOC3L" NA NA
"2144" "OSBPL10" NA "MTX1" NA NA
"2145" "IQSEC1" NA "ADCY5" NA NA
"2146" "SHQ1" NA "IQCB1" NA NA
"2147" "UBA3" NA "NAA20" NA NA
"2148" "TMF1" NA "THAP2" NA NA
"2149" "LRIG1" NA "PTPRM" NA NA
"2150" "LIMD1" NA "FKBP2" NA NA
"2151" "NFKBIZ" NA "VEGFB" NA NA
"2152" "NXPE3" NA "NUDT4" NA NA
"2153" "PHLDB2" NA "SCAI" NA NA
"2154" "TAGLN3" NA "SLC19A1" NA NA
"2155" "RABL3" NA "RCE1" NA NA
"2156" "SRPRB" NA "UQCRH" NA NA
"2157" "EIF2A" NA "CXorf23" NA NA
"2158" "TRPC1" NA "C11orf80" NA NA
"2159" "LPP" NA "CNP" NA NA
"2160" "AMT" NA "JUP" NA NA
"2161" "NICN1" NA "PLK3" NA NA
"2162" "VPRBP" NA "" NA NA
"2163" "EIF2B5" NA "PHC3" NA NA
"2164" "DGKQ" NA "CBX2" NA NA
"2165" "TRMT10A" NA "SPTBN2" NA NA
"2166" "CISD2" NA "RBM4B" NA NA
"2167" "CCNA2" NA "USMG5" NA NA
"2168" "METTL14" NA "RBM4" NA NA
"2169" "USP53" NA "KLHL15" NA NA
"2170" "MARCH1" NA "FBXO45" NA NA
"2171" "CBR4" NA "SLC25A30" NA NA
"2172" "FAM105A" NA "CTSF" NA NA
"2173" "SKP2" NA "FAM174A" NA NA
"2174" "UGT3A1" NA "ZDHHC24" NA NA
"2175" "FAM159B" NA "PHLDA3" NA NA
"2176" "LHFPL2" NA "SNHG11" NA NA
"2177" "FEM1C" NA "WBSCR16" NA NA
"2178" "COMMD10" NA "ZWILCH" NA NA
"2179" "ARHGAP26" NA "SNAPC5" NA NA
"2180" "DDX46" NA "C12orf76" NA NA
"2181" "FBXO38" NA "CNTNAP2" NA NA
"2182" "PCYOX1L" NA "DENND4A" NA NA
"2183" "ZNF300" NA "MSL2" NA NA
"2184" "RMND5B" NA "ZNF497" NA NA
"2185" "TBC1D7" NA "UGT8" NA NA
"2186" "CDKAL1" NA "ZNF266" NA NA
"2187" "ZMAT2" NA "LARP7" NA NA
"2188" "KLHL3" NA "RAB1B" NA NA
"2189" "FAM193B" NA "PTDSS2" NA NA
"2190" "TNFRSF21" NA "C19orf70" NA NA
"2191" "RNF44" NA "SEZ6L2" NA NA
"2192" "MUT" NA "DHX36" NA NA
"2193" "SCUBE3" NA "FBXW8" NA NA
"2194" "IRAK1BP1" NA "VCPIP1" NA NA
"2195" "PHIP" NA "TRAF6" NA NA
"2196" "PNRC1" NA "CSRP2" NA NA
"2197" "PM20D2" NA "DCTN2" NA NA
"2198" "TBC1D32" NA "MED16" NA NA
"2199" "MTFR2" NA "APITD1" NA NA
"2200" "SLC2A12" NA "PHYHD1" NA NA
"2201" "DYNLT1" NA "PHYKPL" NA NA
"2202" "TMEM181" NA "LSM1" NA NA
"2203" "WTAP" NA "EIF3F" NA NA
"2204" "ZMYM4" NA "PCSK1" NA NA
"2205" "VWDE" NA "SART1" NA NA
"2206" "SDK1" NA "PPP2R2D" NA NA
"2207" "RBAK" NA "UCP2" NA NA
"2208" "IGFBP3" NA "C11orf68" NA NA
"2209" "PURB" NA "MRPL48" NA NA
"2210" "MDH2" NA "RAB6A" NA NA
"2211" "GBAS" NA "RMI2" NA NA
"2212" "CCT6A" NA "ZNF169" NA NA
"2213" "PSPH" NA "RUVBL1" NA NA
"2214" "ZNF92" NA "SWI5" NA NA
"2215" "GIGYF1" NA "SLC35A4" NA NA
"2216" "MEPCE" NA "YES1" NA NA
"2217" "TLK2" NA "CHMP6" NA NA
"2218" "SHROOM2" NA "UFSP1" NA NA
"2219" "C7orf55-LUC7L2" NA "SMIM19" NA NA
"2220" "DENND2A" NA "B3GNT4" NA NA
"2221" "NDUFB11" NA "CRLF3" NA NA
"2222" "ZMYM3" NA "RNPEP" NA NA
"2223" "NONO" NA "DNAJC30" NA NA
"2224" "CCDC120" NA "CCDC101" NA NA
"2225" "LPAR4" NA "PRR15" NA NA
"2226" "SNX12" NA "RMDN1" NA NA
"2227" "ZNF711" NA "RUFY1" NA NA
"2228" "PRPS1" NA "VSIG10" NA NA
"2229" "IGSF1" NA "FAM91A1" NA NA
"2230" "RBMX" NA "FAM89B" NA NA
"2231" "MCPH1" NA "SHMT1" NA NA
"2232" "RPL10" NA "DPP7" NA NA
"2233" "CHMP7" NA "TMEM80" NA NA
"2234" "TACC1" NA "ZDHHC13" NA NA
"2235" "GOLGA7" NA "EPS8L2" NA NA
"2236" "WHSC1L1" NA "TALDO1" NA NA
"2237" "MRPS28" NA "MAN1B1" NA NA
"2238" "PRDM14" NA "CASKIN2" NA NA
"2239" "MTDH" NA "CCDC71" NA NA
"2240" "POLR2K" NA "TIMM22" NA NA
"2241" "ZNF7" NA "ZBTB33" NA NA
"2242" "NAPRT1" NA "RPRM" NA NA
"2243" "CER1" NA "RABEP2" NA NA
"2244" "PLIN2" NA "C18orf32" NA NA
"2245" "HAUS6" NA "PNPLA2" NA NA
"2246" "C9orf72" NA "FLII" NA NA
"2247" "ZCCHC7" NA "" NA NA
"2248" "SHC3" NA "ZNF620" NA NA
"2249" "HIATL1" NA "AP3S1" NA NA
"2250" "SNX30" NA "BET1L" NA NA
"2251" "NR6A1" NA "DMAP1" NA NA
"2252" "ASTN2" NA "NDUFAF3" NA NA
"2253" "POLE3" NA "BOLA1" NA NA
"2254" "SURF1" NA "NDUFV2" NA NA
"2255" "SURF2" NA "ZNF518B" NA NA
"2256" "MED22" NA "LCORL" NA NA
"2257" "CIZ1" NA "KDELC2" NA NA
"2258" "FAM73B" NA "NT5DC1" NA NA
"2259" "INPP5E" NA "GLDC" NA NA
"2260" "DPH7" NA "COX14" NA NA
"2261" "NACC2" NA "CTNNBIP1" NA NA
"2262" "USP6NL" NA "KCTD12" NA NA
"2263" "RSU1" NA "RPP25" NA NA
"2264" "POLR3A" NA "MPI" NA NA
"2265" "ANKRD1" NA "EFCAB13" NA NA
"2266" "ADD3" NA "EXOSC4" NA NA
"2267" "TCF7L2" NA "TAF7" NA NA
"2268" "MKI67" NA "PFAS" NA NA
"2269" "MTG1" NA "FBXO34" NA NA
"2270" "CNNM2" NA "TMEM107" NA NA
"2271" "RGS10" NA "PER1" NA NA
"2272" "PGAP2" NA "PTPN11" NA NA
"2273" "APIP" NA "CLK3" NA NA
"2274" "ARFGAP2" NA "ELMOD2" NA NA
"2275" "SESN3" NA "VWA1" NA NA
"2276" "ATM" NA "SHARPIN" NA NA
"2277" "LAMTOR1" NA "LSMEM2" NA NA
"2278" "GRIK4" NA "MROH1" NA NA
"2279" "ST14" NA "PDXDC1" NA NA
"2280" "MTA2" NA "R3HDM2" NA NA
"2281" "FADS1" NA "DCTPP1" NA NA
"2282" "EML3" NA "PSTK" NA NA
"2283" "INCENP" NA "ZNF48" NA NA
"2284" "B3GAT3" NA "EXOC3" NA NA
"2285" "TAGLN" NA "PRKRA" NA NA
"2286" "COMMD7" NA "FGD6" NA NA
"2287" "DSN1" NA "CCDC43" NA NA
"2288" "LSM14B" NA "HMHA1" NA NA
"2289" "YTHDF1" NA "TMEM64" NA NA
"2290" "TRPT1" NA "SHISA2" NA NA
"2291" "MRPL49" NA "SLC36A4" NA NA
"2292" "TM7SF2" NA "MAP3K15" NA NA
"2293" "PPP4C" NA "PPA1" NA NA
"2294" "TAOK2" NA "MAP6D1" NA NA
"2295" "TMEM219" NA "SSR4" NA NA
"2296" "CWC15" NA "KCTD2" NA NA
"2297" "DCUN1D2" NA "D2HGDH" NA NA
"2298" "TMEM218" NA "PITPNB" NA NA
"2299" "LATS2" NA "TCEAL8" NA NA
"2300" "MTMR12" NA "NQO1" NA NA
"2301" "PIP4K2A" NA "METTL23" NA NA
"2302" "FREM2" NA "SLC26A11" NA NA
"2303" "SLC7A11" NA "EHMT1" NA NA
"2304" "C12orf45" NA "PJA1" NA NA
"2305" "IPMK" NA "DHTKD1" NA NA
"2306" "PLBD2" NA "HIST3H2A" NA NA
"2307" "GXYLT1" NA "ZNF746" NA NA
"2308" "MAGI1" NA "SYNE4" NA NA
"2309" "CSNK1G3" NA "TMEM45A" NA NA
"2310" "FAM177A1" NA "RNF135" NA NA
"2311" "MBIP" NA "GPR3" NA NA
"2312" "EXT2" NA "COPG1" NA NA
"2313" "ANKRD50" NA "IBA57" NA NA
"2314" "UPF2" NA "CLDN7" NA NA
"2315" "CCDC3" NA "ZNF101" NA NA
"2316" "C4orf33" NA "PRKAG1" NA NA
"2317" "THYN1" NA "GINS3" NA NA
"2318" "NCAPD3" NA "MRPS11" NA NA
"2319" "VTI1A" NA "RTKN2" NA NA
"2320" "FAM160B1" NA "PNMAL1" NA NA
"2321" "QTRTD1" NA "CHST15" NA NA
"2322" "MMAA" NA "IDH2" NA NA
"2323" "PIGF" NA "TMEM259" NA NA
"2324" "ADAM17" NA "WRB" NA NA
"2325" "BICD1" NA "TDRKH" NA NA
"2326" "NBAS" NA "MRPS16" NA NA
"2327" "SACS" NA "SHMT2" NA NA
"2328" "C5orf28" NA "ATP6AP2" NA NA
"2329" "CACUL1" NA "C1S" NA NA
"2330" "TIAL1" NA "EXOC7" NA NA
"2331" "TMEM132D" NA "LIMK2" NA NA
"2332" "LIX1L" NA "PLCB1" NA NA
"2333" "FAM168B" NA "NTM" NA NA
"2334" "PTPN14" NA "PAQR7" NA NA
"2335" "MGAT5" NA "TMEM198B" NA NA
"2336" "EPG5" NA "C16orf72" NA NA
"2337" "SPC25" NA "COL18A1" NA NA
"2338" "UHMK1" NA "CEP63" NA NA
"2339" "HOMER1" NA "AP2A2" NA NA
"2340" "ZNF547" NA "SLC25A21" NA NA
"2341" "ZNF776" NA "SF3A3" NA NA
"2342" "ZNF837" NA "ASB7" NA NA
"2343" "CAMK4" NA "UTP11L" NA NA
"2344" "PFKM" NA "SFXN4" NA NA
"2345" "MBNL1" NA "ZNF438" NA NA
"2346" "NADK2" NA "TRMT12" NA NA
"2347" "PELO" NA "UPP1" NA NA
"2348" "FARP1" NA "TRIM52" NA NA
"2349" "HNRNPDL" NA "TMEM50A" NA NA
"2350" "GGPS1" NA "TBK1" NA NA
"2351" "MARVELD2" NA "TBL3" NA NA
"2352" "RAD17" NA "CHEK2" NA NA
"2353" "JAKMIP1" NA "KCTD8" NA NA
"2354" "SRP19" NA "NUDT14" NA NA
"2355" "CENPH" NA "TTC32" NA NA
"2356" "CDYL" NA "SETD8" NA NA
"2357" "CARHSP1" NA "LRTOMT" NA NA
"2358" "ANAPC1" NA "PPP1R2" NA NA
"2359" "CLGN" NA "ACTRT3" NA NA
"2360" "CETN3" NA "KNTC1" NA NA
"2361" "AHCTF1" NA "PTP4A3" NA NA
"2362" "MERTK" NA "XPOT" NA NA
"2363" "TMEM87B" NA "HIST2H2BE" NA NA
"2364" "ASAP1" NA "ATL3" NA NA
"2365" "LINC00467" NA "TMEM186" NA NA
"2366" "UBALD1" NA "PIGW" NA NA
"2367" "RMND5A" NA "SUMO3" NA NA
"2368" "CNKSR3" NA "AP3M1" NA NA
"2369" "ZDHHC7" NA "BRF1" NA NA
"2370" "TRIP12" NA "NELFA" NA NA
"2371" "SREK1" NA "SLC24A3" NA NA
"2372" "CHD1" NA "FLRT2" NA NA
"2373" "CACNA2D1" NA "INTS5" NA NA
"2374" "ZUFSP" NA "RPS27L" NA NA
"2375" "C6orf57" NA "ADSSL1" NA NA
"2376" "ANKH" NA "HSF1" NA NA
"2377" "FAM105B" NA "PURA" NA NA
"2378" "PRKCA" NA "NRBP2" NA NA
"2379" "MIA3" NA "PRMT3" NA NA
"2380" "OBSCN" NA "PPIL6" NA NA
"2381" "BUB3" NA "ZNF74" NA NA
"2382" "SRSF12" NA "KIAA0825" NA NA
"2383" "BTG3" NA "CCDC137" NA NA
"2384" "JAM2" NA "TCN2" NA NA
"2385" "ATP5J" NA "HGS" NA NA
"2386" "TSEN2" NA "RAD51D" NA NA
"2387" "CCDC174" NA "MRPL30" NA NA
"2388" "DPH3" NA "TARSL2" NA NA
"2389" "OXNAD1" NA "SH3BGR" NA NA
"2390" "PLCL2" NA "IRF7" NA NA
"2391" "PPP4R1" NA "BRCC3" NA NA
"2392" "RAB6B" NA "PRKG1" NA NA
"2393" "CYP2U1" NA "UBE2L3" NA NA
"2394" "FBXL18" NA "EP400NL" NA NA
"2395" "KLF10" NA "MORF4L1" NA NA
"2396" "AZIN1" NA "SLC52A2" NA NA
"2397" "OTUD6B" NA "PIGP" NA NA
"2398" "MMS19" NA "PCYT2" NA NA
"2399" "HSPA13" NA "BCAP31" NA NA
"2400" "USP25" NA "THNSL1" NA NA
"2401" "C16orf87" NA "RASA3" NA NA
"2402" "RHOC" NA "ANKRD46" NA NA
"2403" "PPM1J" NA "POLR3C" NA NA
"2404" "C9orf85" NA "ZNRF1" NA NA
"2405" "RBM45" NA "ZNF17" NA NA
"2406" "C10orf12" NA "TOR3A" NA NA
"2407" "FMN2" NA "PPP1CC" NA NA
"2408" "RASA2" NA "THBS2" NA NA
"2409" "MICU3" NA "NKRF" NA NA
"2410" "VPS37A" NA "HPDL" NA NA
"2411" "KIF5A" NA "ARAP1" NA NA
"2412" "TMEM185A" NA "PDE2A" NA NA
"2413" "PSD3" NA "BCDIN3D" NA NA
"2414" "C9orf41" NA "HYAL3" NA NA
"2415" "MCU" NA "VSIG10L" NA NA
"2416" "ELMSAN1" NA "ERCC6L" NA NA
"2417" "MMP16" NA "ZACN" NA NA
"2418" "ADAMTS3" NA "EMID1" NA NA
"2419" "DPY19L4" NA "TMEM216" NA NA
"2420" "NDUFAF6" NA "PLCD1" NA NA
"2421" "DRAM2" NA "NAP1L1" NA NA
"2422" "USP16" NA "LYPD6" NA NA
"2423" "CCT8" NA "FNBP1" NA NA
"2424" "SCAF4" NA "WDR86" NA NA
"2425" "C14orf2" NA "TAF9B" NA NA
"2426" "RPL30" NA "PTMA" NA NA
"2427" "EEF1A1" NA "HSPA14" NA NA
"2428" "PHF6" NA "USP7" NA NA
"2429" "CD109" NA "TCEA1" NA NA
"2430" "NODAL" NA "SECISBP2" NA NA
"2431" "KAT6B" NA "MCRS1" NA NA
"2432" "UNC5D" NA "ZFP69" NA NA
"2433" "UTP14A" NA "PALM3" NA NA
"2434" "ATAD2" NA "LDLRAD2" NA NA
"2435" "PHKG2" NA "UBQLN2" NA NA
"2436" "GALK2" NA "RILPL1" NA NA
"2437" "BUB1B" NA "NRN1L" NA NA
"2438" "BRPF1" NA "ARL4C" NA NA
"2439" "TATDN2" NA "C6orf132" NA NA
"2440" "ZFYVE9" NA "MAPK12" NA NA
"2441" "SMG1" NA "ZC3H6" NA NA
"2442" "FCHO2" NA "TUBB4B" NA NA
"2443" "SYN2" NA "COMMD6" NA NA
"2444" "NECAP2" NA "ZNF559" NA NA
"2445" "PAXIP1" NA "SBK1" NA NA
"2446" "STEAP2" NA "C19orf54" NA NA
"2447" "AASDH" NA "ZNF559-ZNF177" NA NA
"2448" "RNF111" NA "ZDHHC9" NA NA
"2449" "DSCR3" NA "SMIM15" NA NA
"2450" "SLC35B2" NA "RPL14" NA NA
"2451" "CREB3L1" NA "NELFB" NA NA
"2452" "C2CD2" NA "NDUFA4" NA NA
"2453" "TAB3" NA "HN1" NA NA
"2454" "ZNF618" NA "TSPYL1" NA NA
"2455" "WDR19" NA "ZKSCAN3" NA NA
"2456" "DPYSL5" NA "LIN54" NA NA
"2457" "RER1" NA "TMEM194B" NA NA
"2458" "WIPI2" NA "C8orf76" NA NA
"2459" "AGAP1" NA "HMGB1" NA NA
"2460" "KRTCAP3" NA "C16orf93" NA NA
"2461" "PAFAH2" NA "SPATS2L" NA NA
"2462" "PTPDC1" NA "ZNF79" NA NA
"2463" "GALNT14" NA "ZNF766" NA NA
"2464" "NCK1" NA "FAM217B" NA NA
"2465" "RHPN1" NA "TUBB" NA NA
"2466" "XKR8" NA "SUPT5H" NA NA
"2467" "CNNM4" NA "PPIA" NA NA
"2468" "EYA3" NA "ZNF471" NA NA
"2469" "TMSB15A" NA "NIF3L1" NA NA
"2470" "FAM46B" NA "ZNF34" NA NA
"2471" "COLEC12" NA "YRDC" NA NA
"2472" "CUL4B" NA "IPO4" NA NA
"2473" "EIF5B" NA "AFAP1" NA NA
"2474" "AHCYL2" NA "MME" NA NA
"2475" "B4GALT5" NA "TCF4" NA NA
"2476" "SPATA2" NA "ZKSCAN5" NA NA
"2477" "ZC3H18" NA "TTC30B" NA NA
"2478" "PPP1R15B" NA "ZFP62" NA NA
"2479" "DUSP23" NA "TOMM7" NA NA
"2480" "RNF166" NA "ZNF512B" NA NA
"2481" "NBL1" NA "DAPK1" NA NA
"2482" "USF1" NA "COL27A1" NA NA
"2483" "NIT1" NA "GM2A" NA NA
"2484" "DEDD" NA "SNHG17" NA NA
"2485" "EDA" NA "ZNF239" NA NA
"2486" "ADAMTS4" NA "ADA" NA NA
"2487" "FAM160B2" NA "NHLRC2" NA NA
"2488" "CCAR2" NA "ZFP28" NA NA
"2489" "CDC42SE2" NA "FAM3C" NA NA
"2490" "MIS18A" NA "AP2A1" NA NA
"2491" "FBXW5" NA "ZNF441" NA NA
"2492" "SYNJ1" NA "GMFB" NA NA
"2493" "PAXBP1" NA "PCBP2" NA NA
"2494" "IFNGR2" NA "PCNXL3" NA NA
"2495" "GART" NA "C1D" NA NA
"2496" "SV2A" NA "TBC1D9B" NA NA
"2497" "STC1" NA "SVIL" NA NA
"2498" "CSRP1" NA "PELI1" NA NA
"2499" "ATP5G1" NA "ZNF655" NA NA
"2500" "RCAN1" NA "MRPL21" NA NA
"2501" "SNF8" NA "ZNF517" NA NA
"2502" "CCDC24" NA "IPP" NA NA
"2503" "IGF2BP1" NA "STMN3" NA NA
"2504" "MORC3" NA "RAB40C" NA NA
"2505" "HLCS" NA "PIGN" NA NA
"2506" "ADIPOR1" NA "COL4A6" NA NA
"2507" "CYB5R1" NA "ENTPD6" NA NA
"2508" "PSMD4" NA "ENPP1" NA NA
"2509" "MED8" NA "FAR1" NA NA
"2510" "CCDC17" NA "ZNF841" NA NA
"2511" "GPBP1L1" NA "ZNF615" NA NA
"2512" "NAE1" NA "DPP4" NA NA
"2513" "CTBP1" NA "FAM114A1" NA NA
"2514" "PSKH1" NA "TAF13" NA NA
"2515" "ABR" NA "SGTB" NA NA
"2516" "ZNF230" NA "NKIRAS1" NA NA
"2517" "CCDC107" NA "ZNF71" NA NA
"2518" "ZNF222" NA "RPL12" NA NA
"2519" "NPR2" NA "VPS13A" NA NA
"2520" "GNE" NA "KEL" NA NA
"2521" "ARHGAP35" NA "MRPL42" NA NA
"2522" "CALM3" NA "ZNF335" NA NA
"2523" "TMEM234" NA "MARCH5" NA NA
"2524" "UBE2J2" NA "SFI1" NA NA
"2525" "ZNF362" NA "ZNF649" NA NA
"2526" "KALRN" NA "MAN1A2" NA NA
"2527" "PDE9A" NA "SVIP" NA NA
"2528" "PDXK" NA "TFDP1" NA NA
"2529" "G6PD" NA "RPL23A" NA NA
"2530" "CSTB" NA "SLC29A3" NA NA
"2531" "ICOSLG" NA "UBL5" NA NA
"2532" "MCM3AP" NA "TMEM116" NA NA
"2533" "PCNT" NA "ZNF583" NA NA
"2534" "CACFD1" NA "TMA16" NA NA
"2535" "TOR2A" NA "GPN1" NA NA
"2536" "SHKBP1" NA "WDHD1" NA NA
"2537" "TAOK1" NA "ZNF789" NA NA
"2538" "MED27" NA "COPS8" NA NA
"2539" "SIK3" NA "STK39" NA NA
"2540" "NEK8" NA "PAPSS2" NA NA
"2541" "TLCD1" NA "MSRB1" NA NA
"2542" "ZBTB7B" NA "ZNF652" NA NA
"2543" "VPS11" NA "RPL10A" NA NA
"2544" "ADAR" NA "CNOT7" NA NA
"2545" "UBE2Q1" NA "MTOR" NA NA
"2546" "CRTC2" NA "LRIG2" NA NA
"2547" "FDPS" NA "PNP" NA NA
"2548" "PAQR6" NA "SFT2D1" NA NA
"2549" "PMF1" NA "HMGN2" NA NA
"2550" "NBEAL2" NA "UBE2J1" NA NA
"2551" "CCDC12" NA "OPA1" NA NA
"2552" "FGFR4" NA "KTI12" NA NA
"2553" "IER2" NA "" NA NA
"2554" "ZNF394" NA "RUSC2" NA NA
"2555" "ZNF333" NA "OSTC" NA NA
"2556" "SQSTM1" NA "GRK5" NA NA
"2557" "MAML1" NA "L1CAM" NA NA
"2558" "LRWD1" NA "C1orf174" NA NA
"2559" "ABCF3" NA "C9orf114" NA NA
"2560" "PCYT1A" NA "KIAA0753" NA NA
"2561" "U2AF1L4" NA "APRT" NA NA
"2562" "THAP8" NA "EFCAB2" NA NA
"2563" "ZNF382" NA "TATDN3" NA NA
"2564" "FDXR" NA "CENPW" NA NA
"2565" "SAP30BP" NA "FAM229B" NA NA
"2566" "ACOX1" NA "METTL10" NA NA
"2567" "PRPSAP1" NA "SNHG5" NA NA
"2568" "ITGA5" NA "RING1" NA NA
"2569" "ZNF385A" NA "HSD17B8" NA NA
"2570" "EMC10" NA "COL5A2" NA NA
"2571" "JOSD2" NA "RNF5" NA NA
"2572" "DBF4B" NA "AGPAT1" NA NA
"2573" "RACGAP1" NA "DXO" NA NA
"2574" "RAVER1" NA "SDHD" NA NA
"2575" "LEMD2" NA "HSPA1L" NA NA
"2576" "ZNF653" NA "GPANK1" NA NA
"2577" "MED11" NA "C6orf47" NA NA
"2578" "SNRNP25" NA "MICB" NA NA
"2579" "WDR90" NA "DHX16" NA NA
"2580" "JMJD8" NA "C6orf136" NA NA
"2581" "CCDC78" NA "ABCF1" NA NA
"2582" "C16orf59" NA "PRR3" NA NA
"2583" "CCNF" NA "ZNF616" NA NA
"2584" "CYB561A3" NA "PPP1R11" NA NA
"2585" "UBXN1" NA "TBC1D8" NA NA
"2586" "TAF6L" NA "C9orf135" NA NA
"2587" "STX5" NA "DCTN1" NA NA
"2588" "SYVN1" NA "FAM216A" NA NA
"2589" "LRP5" NA "MZT1" NA NA
"2590" "ZYG11B" NA "ZNF425" NA NA
"2591" "ACOT11" NA "SPIRE2" NA NA
"2592" "PARS2" NA "SNX2" NA NA
"2593" "NOL9" NA "SARNP" NA NA
"2594" "ZSWIM5" NA "IPO7" NA NA
"2595" "GMEB1" NA "NAP1L4" NA NA
"2596" "SEPN1" NA "HMGN1" NA NA
"2597" "SDC3" NA "C5orf51" NA NA
"2598" "SYNC" NA "DNAJC19" NA NA
"2599" "KIAA1522" NA "HLA-A" NA NA
"2600" "C1orf86" NA "LNP1" NA NA
"2601" "MYSM1" NA "STK38L" NA NA
"2602" "USP1" NA "SACM1L" NA NA
"2603" "FUBP1" NA "SLC48A1" NA NA
